[TensorCore FP16(FP16 accumulation) Time and TFLOPS Result]
      m      n      k    Time (msec)         TFLOPS
   1024,   1024,   1024,          0.207,          10.38,
   1024,   1024,   2048,         0.3229,           13.3,
   1024,   1024,   3072,         0.4511,          14.28,
   1024,   1024,   4096,         0.6058,          14.18,
   1024,   1024,   5120,         0.7201,          14.91,
   2048,   2048,   1024,         0.6636,          12.94,
   2048,   2048,   2048,          1.307,          13.14,
   2048,   2048,   3072,          1.804,          14.29,
   2048,   2048,   4096,          2.401,          14.31,
   2048,   2048,   5120,          2.997,          14.33,
   3072,   3072,   1024,          1.185,           16.3,
   3072,   3072,   2048,          2.323,          16.64,
   3072,   3072,   3072,          3.467,          16.72,
   3072,   3072,   4096,          4.614,          16.76,
   3072,   3072,   5120,          5.757,          16.79,
   4096,   4096,   1024,          2.031,          16.92,
   4096,   4096,   2048,          4.009,          17.14,
   4096,   4096,   3072,          5.986,          17.22,
   4096,   4096,   4096,          7.965,          17.26,
   4096,   4096,   5120,          9.946,          17.27,
   5120,   5120,   1024,            3.2,          16.78,
   5120,   5120,   2048,          6.529,          16.45,
   5120,   5120,   3072,          9.439,          17.06,
   5120,   5120,   4096,          12.56,          17.09,
   5120,   5120,   5120,          15.68,          17.12,
   6144,   6144,   1024,           4.49,          17.22,
   6144,   6144,   2048,          8.833,          17.51,
   6144,   6144,   3072,           13.8,           16.8,
   6144,   6144,   4096,          18.38,          16.83,
   6144,   6144,   5120,          22.93,          16.86,
   7168,   7168,   1024,          5.971,          17.62,
   7168,   7168,   2048,          12.17,          17.29,
   7168,   7168,   3072,          17.58,          17.96,
   7168,   7168,   4096,          23.39,          17.99,
   7168,   7168,   5120,          29.19,          18.02,
   8192,   8192,   1024,          7.893,          17.41,
   8192,   8192,   2048,          15.56,          17.67,
   8192,   8192,   3072,          23.83,           17.3,
   8192,   8192,   4096,          31.73,          17.33,
   8192,   8192,   5120,           39.6,          17.35,
   9216,   9216,   1024,          10.03,          17.35,
   9216,   9216,   2048,          19.74,          17.62,
   9216,   9216,   3072,           29.5,          17.69,
   9216,   9216,   4096,          40.08,          17.36,
   9216,   9216,   5120,          49.02,          17.74,
  10240,  10240,   1024,          12.36,          17.37,
  10240,  10240,   2048,          24.37,          17.62,
  10240,  10240,   3072,          36.38,          17.71,
  10240,  10240,   4096,          48.43,          17.74,
  10240,  10240,   5120,          60.46,          17.76,
  11264,  11264,   1024,          14.92,          17.42,
  11264,  11264,   2048,           29.4,          17.68,
  11264,  11264,   3072,          43.91,          17.75,
  11264,  11264,   4096,          58.44,          17.78,
  11264,  11264,   5120,          72.95,          17.81,
  12288,  12288,   1024,           17.7,          17.48,
  12288,  12288,   2048,          34.86,          17.74,
  12288,  12288,   3072,          52.05,          17.82,
  12288,  12288,   4096,          69.31,          17.85,
  12288,  12288,   5120,          87.52,          17.67,
  13312,  13312,   1024,          20.68,          17.55,
  13312,  13312,   2048,          40.75,          17.81,
  13312,  13312,   3072,          61.43,          17.72,
  13312,  13312,   4096,          81.81,          17.74,
  13312,  13312,   5120,          102.1,          17.77,
  14336,  14336,   1024,          23.87,          17.64,
  14336,  14336,   2048,          47.43,          17.75,
  14336,  14336,   3072,          70.26,          17.97,
  14336,  14336,   4096,          93.48,          18.01,
  14336,  14336,   5120,          116.7,          18.03,
  15360,  15360,   1024,          27.69,          17.45,
  15360,  15360,   2048,          54.18,          17.83,
  15360,  15360,   3072,           80.9,          17.92,
  15360,  15360,   4096,          108.5,          17.82,
  15360,  15360,   5120,          135.4,          17.84,
  16384,  16384,   1024,          31.51,          17.45,
  16384,  16384,   2048,          61.72,          17.81,
  16384,  16384,   3072,          92.19,          17.89,
  16384,  16384,   4096,          123.5,          17.81,
  16384,  16384,   5120,          154.2,          17.83,
  17408,  17408,   1024,          35.37,          17.55,
  17408,  17408,   2048,           69.7,          17.81,
  17408,  17408,   3072,          104.1,          17.89,
  17408,  17408,   4096,          138.5,          17.92,
