[TensorCore FP16(FP16 accumulation) Time and TFLOPS Result]
      m      n      k    Time (msec)         TFLOPS
  17408,  17408,   5120,          172.9,          17.94,
  18432,  18432,   1024,          39.62,          17.56,
  18432,  18432,   2048,           78.1,          17.82,
  18432,  18432,   3072,          116.6,           17.9,
  18432,  18432,   4096,          155.3,          17.92,
  18432,  18432,   5120,          193.8,          17.95,
  19456,  19456,   1024,          44.26,          17.51,
  19456,  19456,   2048,          86.92,          17.84,
  19456,  19456,   3072,          129.8,          17.92,
  19456,  19456,   4096,          172.8,          17.95,
  19456,  19456,   5120,          216.6,           17.9,
  20480,  20480,   1024,          48.97,          17.54,
  20480,  20480,   2048,          96.16,          17.87,
  20480,  20480,   3072,          143.6,          17.94,
  20480,  20480,   4096,          191.9,           17.9,
  20480,  20480,   5120,          239.5,          17.93,
  21504,  21504,   1024,           53.7,          17.63,
  21504,  21504,   2048,          106.2,          17.84,
  21504,  21504,   3072,          158.1,          17.98,
  21504,  21504,   4096,          210.4,             18,
  21504,  21504,   5120,          262.6,          18.03,
  22528,  22528,   1024,          59.15,          17.57,
  22528,  22528,   2048,          116.3,          17.88,
  22528,  22528,   3072,          173.7,          17.95,
  22528,  22528,   4096,          231.9,          17.92,
  22528,  22528,   5120,          289.6,          17.95,
  23552,  23552,   1024,          64.69,          17.56,
  23552,  23552,   2048,          127.2,          17.86,
  23552,  23552,   3072,            190,          17.94,
  23552,  23552,   4096,          252.9,          17.97,
  23552,  23552,   5120,          316.6,          17.94,
  24576,  24576,   1024,          70.28,           17.6,
  24576,  24576,   2048,          138.5,          17.86,
  24576,  24576,   3072,          206.9,          17.94,
  24576,  24576,   4096,          275.4,          17.97,
  24576,  24576,   5120,          343.8,          17.99,
  25600,  25600,   1024,          76.23,          17.61,
  25600,  25600,   2048,          150.3,          17.86,
  25600,  25600,   3072,          224.4,          17.94,
  25600,  25600,   4096,          298.8,          17.97,
  25600,  25600,   5120,          372.9,          17.99,
[Peak TFLOPS]=18.03, m=n=21504, k=5120
