[TensorCore FP16(FP16 accumulation) Time and TFLOPS Result]
      m      n      k    Time (msec)         TFLOPS
   1024,   1024,   1024,        0.06426,          33.42,
   1024,   1024,   2048,        0.05747,          74.73,
   1024,   1024,   3072,         0.0737,          87.42,
   1024,   1024,   4096,         0.1661,          51.71,
   1024,   1024,   5120,         0.2052,          52.32,
   2048,   2048,   1024,         0.1331,          64.53,
   2048,   2048,   2048,         0.1679,          102.3,
   2048,   2048,   3072,         0.2444,          105.4,
   2048,   2048,   4096,         0.3203,          107.3,
   2048,   2048,   5120,         0.3961,          108.4,
   3072,   3072,   1024,         0.1849,          104.5,
   3072,   3072,   2048,         0.3297,          117.2,
   3072,   3072,   3072,         0.4792,            121,
   3072,   3072,   4096,         0.6328,          122.2,
   3072,   3072,   5120,         0.7844,          123.2,
   4096,   4096,   1024,         0.3528,           97.4,
   4096,   4096,   2048,         0.6588,          104.3,
   4096,   4096,   3072,         0.9735,          105.9,
   4096,   4096,   4096,           1.28,          107.4,
   4096,   4096,   5120,          1.587,          108.3,
   5120,   5120,   1024,         0.6092,          88.12,
   5120,   5120,   2048,           1.09,          98.55,
   5120,   5120,   3072,          1.451,            111,
   5120,   5120,   4096,          1.915,          112.1,
   5120,   5120,   5120,           2.37,          113.3,
   6144,   6144,   1024,         0.9421,          82.06,
   6144,   6144,   2048,          1.331,          116.1,
   6144,   6144,   3072,           1.96,          118.3,
   6144,   6144,   4096,          2.576,            120,
   6144,   6144,   5120,          3.187,          121.3,
   7168,   7168,   1024,            1.3,          80.92,
   7168,   7168,   2048,          1.868,          112.7,
   7168,   7168,   3072,          2.707,          116.6,
   7168,   7168,   4096,          3.543,          118.8,
   7168,   7168,   5120,          4.373,          120.3,
   8192,   8192,   1024,          1.398,          98.33,
   8192,   8192,   2048,          2.516,          109.3,
   8192,   8192,   3072,          3.595,          114.7,
   8192,   8192,   4096,          4.719,          116.5,
   8192,   8192,   5120,          5.835,          117.8,
   9216,   9216,   1024,          1.788,           97.3,
