[TensorCore FP16(FP16 accumulation) Time and TFLOPS Result]
      m      n      k    Time (msec)         TFLOPS
   9216,   9216,   2048,          3.153,          110.3,
   9216,   9216,   3072,          4.578,            114,
   9216,   9216,   4096,          5.996,            116,
   9216,   9216,   5120,          7.412,          117.3,
  10240,  10240,   1024,          3.191,           67.3,
  10240,  10240,   2048,          4.006,          107.2,
  10240,  10240,   3072,          5.564,          115.8,
  10240,  10240,   4096,          7.307,          117.6,
  10240,  10240,   5120,          9.023,            119,
  11264,  11264,   1024,          2.879,          90.24,
  11264,  11264,   2048,          4.951,            105,
  11264,  11264,   3072,          7.041,          110.7,
  11264,  11264,   4096,          9.521,          109.2,
  11264,  11264,   5120,          12.38,          104.9,
  12288,  12288,   1024,          3.158,          97.93,
  12288,  12288,   2048,          6.255,          98.88,
  12288,  12288,   3072,          8.937,          103.8,
  12288,  12288,   4096,          11.74,          105.3,
  12288,  12288,   5120,           14.4,          107.4,
  13312,  13312,   1024,          3.758,          96.57,
  13312,  13312,   2048,          7.561,             96,
  13312,  13312,   3072,          11.69,          93.11,
  13312,  13312,   4096,          14.92,          97.27,
  13312,  13312,   5120,          18.28,          99.27,
  14336,  14336,   1024,          4.548,          92.54,
  14336,  14336,   2048,          9.332,          90.21,
  14336,  14336,   3072,          14.35,          87.99,
  14336,  14336,   4096,          18.33,          91.84,
  14336,  14336,   5120,          22.91,          91.86,
  15360,  15360,   1024,          5.321,          90.81,
  15360,  15360,   2048,           10.7,          90.29,
  15360,  15360,   3072,          17.53,          82.68,
  15360,  15360,   4096,          22.74,             85,
  15360,  15360,   5120,          28.01,          86.26,
  16384,  16384,   1024,          6.078,          90.45,
  16384,  16384,   2048,          12.78,          86.02,
  16384,  16384,   3072,          21.27,          77.53,
  16384,  16384,   4096,          27.56,          79.79,
  16384,  16384,   5120,          34.02,          80.81,
  17408,  17408,   1024,          6.775,          91.61,
  17408,  17408,   2048,          14.69,          84.48,
  17408,  17408,   3072,          25.44,          73.19,
  17408,  17408,   4096,          32.96,          75.31,
  17408,  17408,   5120,          40.79,          76.07,
  18432,  18432,   1024,          7.769,          89.56,
  18432,  18432,   2048,          20.67,          67.31,
  18432,  18432,   3072,          29.64,          70.42,
  18432,  18432,   4096,          38.57,          72.16,
  18432,  18432,   5120,          47.78,          72.81,
  19456,  19456,   1024,          8.693,          89.18,
  19456,  19456,   2048,          19.21,          80.69,
  19456,  19456,   3072,          33.46,           69.5,
  19456,  19456,   4096,          43.61,          71.11,
  19456,  19456,   5120,          53.75,          72.11,
  20480,  20480,   1024,          9.567,          89.78,
  20480,  20480,   2048,          21.59,          79.59,
  20480,  20480,   3072,           37.3,          69.09,
  20480,  20480,   4096,          48.52,          70.82,
  20480,  20480,   5120,          60.09,          71.48,
  21504,  21504,   1024,           10.3,          91.96,
  21504,  21504,   2048,           24.3,          77.94,
  21504,  21504,   3072,          41.15,          69.04,
  21504,  21504,   4096,          53.61,          70.67,
  21504,  21504,   5120,          66.26,          71.46,
  22528,  22528,   1024,          11.18,          92.99,
  22528,  22528,   2048,          26.89,          77.31,
  22528,  22528,   3072,          45.23,          68.94,
  22528,  22528,   4096,          58.84,          70.66,
  22528,  22528,   5120,          72.73,          71.46,
  23552,  23552,   1024,          12.25,          92.75,
  23552,  23552,   2048,          29.98,          75.79,
  23552,  23552,   3072,          49.57,          68.75,
  23552,  23552,   4096,          64.58,          70.36,
  23552,  23552,   5120,          79.85,          71.14,
  24576,  24576,   1024,          13.44,          92.02,
  24576,  24576,   2048,          33.76,          73.29,
  24576,  24576,   3072,          54.46,          68.15,
  24576,  24576,   4096,          70.77,          69.92,
  24576,  24576,   5120,           87.3,          70.84,
  25600,  25600,   1024,           14.6,          91.91,
  25600,  25600,   2048,          35.89,           74.8,
  25600,  25600,   3072,          58.77,          68.52,
  25600,  25600,   4096,          76.53,          70.16,
  25600,  25600,   5120,          94.81,          70.78,
[Peak TFLOPS]=123.2, m=n=3072, k=5120
