[TensorCore FP16(FP16 accumulation) Time and TFLOPS Result]
      m      n      k    Time (msec)         TFLOPS
   1024,   1024,   1024,         0.2126,           10.1,
   1024,   1024,   2048,         0.3479,          12.35,
   1024,   1024,   3072,           0.49,          13.15,
   1024,   1024,   4096,         0.6626,          12.96,
   1024,   1024,   5120,         0.7993,          13.43,
   2048,   2048,   1024,         0.7381,          11.64,
   2048,   2048,   2048,          1.323,          12.98,
   2048,   2048,   3072,          1.987,          12.97,
   2048,   2048,   4096,          2.652,          12.95,
   2048,   2048,   5120,           3.06,          14.04,
   3072,   3072,   1024,          1.314,          14.71,
   3072,   3072,   2048,          2.568,          15.05,
   3072,   3072,   3072,          3.832,          15.13,
   3072,   3072,   4096,          5.096,          15.17,
   3072,   3072,   5120,          6.362,          15.19,
   4096,   4096,   1024,          2.248,          15.28,
   4096,   4096,   2048,          4.428,          15.52,
   4096,   4096,   3072,          6.615,          15.58,
   4096,   4096,   4096,            8.8,          15.62,
   4096,   4096,   5120,          10.98,          15.65,
   5120,   5120,   1024,          3.651,           14.7,
   5120,   5120,   2048,          7.209,          14.89,
   5120,   5120,   3072,          10.43,          15.44,
   5120,   5120,   4096,          13.88,          15.47,
   5120,   5120,   5120,          17.72,          15.15,
   6144,   6144,   1024,          4.533,          17.06,
   6144,   6144,   2048,          8.915,          17.34,
   6144,   6144,   3072,          13.32,          17.41,
   6144,   6144,   4096,          17.73,          17.44,
   6144,   6144,   5120,          23.13,          16.72,
   7168,   7168,   1024,          6.024,          17.47,
   7168,   7168,   2048,          11.88,          17.72,
   7168,   7168,   3072,          17.72,          17.82,
   7168,   7168,   4096,          23.52,           17.9,
   7168,   7168,   5120,          29.33,          17.94,
   8192,   8192,   1024,            8.1,          16.97,
   8192,   8192,   2048,          15.56,          17.67,
   8192,   8192,   3072,          23.22,          17.75,
   8192,   8192,   4096,          31.72,          17.33,
   8192,   8192,   5120,          39.61,          17.35,
   9216,   9216,   1024,          10.03,          17.35,
   9216,   9216,   2048,          19.73,          17.63,
   9216,   9216,   3072,           29.5,          17.69,
   9216,   9216,   4096,          39.27,          17.72,
   9216,   9216,   5120,          49.02,          17.74,
  10240,  10240,   1024,          12.37,          17.37,
  10240,  10240,   2048,          24.36,          17.63,
  10240,  10240,   3072,          36.39,          17.71,
  10240,  10240,   4096,          48.44,          17.73,
  10240,  10240,   5120,          60.45,          17.76,
  11264,  11264,   1024,          14.92,          17.41,
  11264,  11264,   2048,           29.4,          17.68,
  11264,  11264,   3072,          43.89,          17.76,
  11264,  11264,   4096,          58.45,          17.78,
  11264,  11264,   5120,          72.96,          17.81,
  12288,  12288,   1024,           17.7,          17.47,
  12288,  12288,   2048,          34.86,          17.74,
  12288,  12288,   3072,          52.08,          17.81,
  12288,  12288,   4096,          69.31,          17.85,
  12288,  12288,   5120,          87.53,          17.66,
  13312,  13312,   1024,          20.68,          17.55,
  13312,  13312,   2048,          41.11,          17.66,
  13312,  13312,   3072,          60.84,          17.89,
  13312,  13312,   4096,           81.8,          17.75,
  13312,  13312,   5120,          102.1,          17.77,
  14336,  14336,   1024,          23.87,          17.63,
  14336,  14336,   2048,          47.04,          17.89,
  14336,  14336,   3072,          70.26,          17.97,
  14336,  14336,   4096,          93.48,          18.01,
  14336,  14336,   5120,          116.7,          18.03,
  15360,  15360,   1024,          27.68,          17.45,
  15360,  15360,   2048,          54.17,          17.84,
  15360,  15360,   3072,          80.92,          17.91,
  15360,  15360,   4096,          108.5,          17.82,
  15360,  15360,   5120,          135.4,          17.84,
  16384,  16384,   1024,          31.31,          17.56,
  16384,  16384,   2048,          61.72,          17.82,
  16384,  16384,   3072,          92.18,          17.89,
  16384,  16384,   4096,          122.7,          17.92,
  16384,  16384,   5120,          154.2,          17.83,
  17408,  17408,   1024,          35.35,          17.56,
  17408,  17408,   2048,          69.68,          17.81,
  17408,  17408,   3072,          104.1,          17.89,
  17408,  17408,   4096,          138.5,          17.92,
  17408,  17408,   5120,          172.9,          17.94,
  18432,  18432,   1024,          39.62,          17.56,
  18432,  18432,   2048,          78.07,          17.82,
  18432,  18432,   3072,          116.6,           17.9,
  18432,  18432,   4096,          155.2,          17.93,
  18432,  18432,   5120,          193.8,          17.95,
  19456,  19456,   1024,          44.26,          17.52,
  19456,  19456,   2048,           86.9,          17.84,
  19456,  19456,   3072,          129.8,          17.92,
  19456,  19456,   4096,          173.6,          17.87,
  19456,  19456,   5120,          216.6,           17.9,
  20480,  20480,   1024,          48.95,          17.55,
  20480,  20480,   2048,          96.15,          17.87,
  20480,  20480,   3072,          143.6,          17.94,
  20480,  20480,   4096,          191.9,          17.91,
  20480,  20480,   5120,          239.5,          17.93,
  21504,  21504,   1024,          53.69,          17.64,
  21504,  21504,   2048,          106.2,          17.84,
  21504,  21504,   3072,            158,          17.98,
  21504,  21504,   4096,          210.4,          18.01,
  21504,  21504,   5120,          262.6,          18.03,
  22528,  22528,   1024,          59.19,          17.56,
  22528,  22528,   2048,          116.3,          17.88,
  22528,  22528,   3072,          173.7,          17.95,
  22528,  22528,   4096,            232,          17.92,
  22528,  22528,   5120,          289.6,          17.95,
  23552,  23552,   1024,           64.7,          17.56,
  23552,  23552,   2048,          127.2,          17.86,
  23552,  23552,   3072,            190,          17.94,
  23552,  23552,   4096,          253.6,          17.91,
  23552,  23552,   5120,          316.6,          17.94,
  24576,  24576,   1024,          70.27,           17.6,
  24576,  24576,   2048,          138.5,          17.86,
  24576,  24576,   3072,          206.8,          17.94,
  24576,  24576,   4096,          275.4,          17.97,
  24576,  24576,   5120,          343.8,          17.99,
  25600,  25600,   1024,          76.25,           17.6,
  25600,  25600,   2048,          150.3,          17.86,
  25600,  25600,   3072,          224.4,          17.94,
  25600,  25600,   4096,          298.7,          17.97,
  25600,  25600,   5120,            373,          17.99,
[Peak TFLOPS]=18.03, m=n=21504, k=5120
